3.086908322236961693e-03,-3.845917604949557807e-03
-2.158185086292691013e-02,-1.045989182216984642e-01
9.670228773357286700e-02,9.299530981487313941e-02
-7.630256984834694889e-02,-4.765606490051475103e-02
3.467203628474620908e-02,-1.918519550484951500e-02
4.745964202907293483e-03,-2.349879043904610706e-02
6.030817780059834904e-02,4.122342890727963977e-02
-6.290114291809602298e-02,7.487871336150690726e-02
2.071909859754793651e-02,5.743765071716584042e-02
5.172693649467805660e-02,3.116056208583757939e-02
5.251362033732419332e-02,9.603306834031227757e-02
4.274269269024321555e-02,4.260892392507533571e-02
-9.565044524361838996e-02,-4.793248463634760745e-03
1.046907156800716138e-01,1.604129288365746878e-02
-1.059692699563259399e-01,-2.232625162430940113e-02
-6.080648263261816816e-02,-6.037158041987941703e-02
5.619688660024704449e-03,-5.379259129223934455e-02
-5.385501453130668581e-02,3.830541142905387331e-02
6.697942768773593181e-02,-5.968673560164601544e-02
8.604803891914673819e-02,3.867510737812970834e-02
7.244462150824236557e-02,6.658731081028776422e-02
1.058014318134697096e-01,1.505656679798626253e-02
1.709406896300272316e-02,9.837119560964392717e-02
-4.050927214874241317e-02,9.799524010264878959e-02
-1.951304324538175039e-02,-8.743220887590900936e-02
8.781391711875630168e-02,-5.020855259227175599e-02
8.351809304558230340e-02,1.512127326580158491e-02
-2.408830987797620435e-02,4.554885694442167149e-02
4.577489613303502292e-02,-1.038721653754952901e-01
8.630137228066574184e-02,-8.970505012908272513e-02
-4.526456431731213509e-02,-1.874624715388131455e-02
7.119654321327119340e-02,6.510184937137285244e-02
1.389295857723229360e-02,2.244860398963357401e-02
-1.554192040755959271e-02,-3.721543523430135940e-03
7.241576099022827007e-02,-6.828763514171687365e-02
1.736517796045651540e-02,8.291220345262469149e-02
2.671973355646082085e-02,-8.889997298472554488e-02
-4.686307285878523604e-02,4.472908567657476846e-03
5.590263904235153597e-02,-5.201679867107108363e-02
2.609782907088966167e-02,-2.172995966682585156e-03
1.030292526844827083e-01,5.993786499257719447e-02
-5.188283240530816576e-02,5.113882601916342613e-02
6.840250137308377665e-02,-1.122578620869105481e-01
-1.245920316627288291e-02,3.450237529178243334e-02
8.450244396226665178e-03,1.350344501442484607e-03
-5.918777358003336070e-02,5.848160074466877967e-02
-6.298492742015517065e-02,7.743584280495679172e-03
-6.006755432597632449e-02,7.171277156188513024e-02
2.571868869532911023e-02,1.095402788471581540e-01
3.557703183820568743e-02,-3.555581748535008996e-02
-5.952907221906966057e-02,8.206230836283393004e-02
9.443635993766370806e-02,2.122820725862931829e-02
-4.415793847629973651e-02,-7.226118435563873288e-02
4.755763782922630550e-02,7.210514113891194898e-02
4.613526901012389436e-02,-3.491253680021398631e-02
8.038418499607416501e-02,-1.390101341826046125e-02
5.113543923980345268e-02,-1.269212090577684360e-02
3.844407075516284578e-02,-7.856677114122107008e-02
-5.063260768016784874e-02,3.250819366834123252e-03
-5.591366916245176649e-02,-5.342489843399272215e-02
-7.570999793839915115e-02,-8.280022617863520493e-03
-2.167458019805569916e-02,1.765234507497803057e-02
3.061675629843826907e-02,-8.738204581145654626e-02
4.873818160285382783e-02,7.629310144094311741e-02
-6.344745481073302273e-02,-4.332208233364299305e-02
9.030073545393502155e-02,-8.701502940964797594e-02
6.756190686154098235e-02,4.655417247406877512e-02
4.357200273516011885e-02,6.505936585390915960e-02
5.746239228956459555e-02,-1.053162422249469404e-01
-9.617827950722901420e-02,1.498187458856890288e-02
6.067714525974233358e-02,6.197987029427878825e-02
4.129404819630937140e-02,5.191661661646367748e-02
3.457614710318195062e-02,-7.935395059375657811e-02
-2.300398425815520717e-02,-6.338089804492169632e-02
-4.924889974174693347e-02,-6.555579344519019830e-03
4.711181025112921861e-02,-8.973188379019074457e-02
-8.782386118473815839e-02,3.007987372218445116e-02
-5.955436898170631682e-02,5.960892663524351015e-02
1.007266362503124041e-01,6.062304257474439989e-02
-4.325482086088922040e-02,6.160612842840517550e-02
